Orig,Dest,Orig_txt,Dest_txt,Mode,Equipment,Rate,extraction_time
Jakarta,Singapore,"Jakarta - Soekarno-Hatta International, Indonesia (CGK)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,099.00 - $1,214.68",1/4/2018 12:17
Manila,Singapore,"Manila - Ninoy Aquino International, Philippines (MNL)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,074.41 - $1,187.51",1/4/2018 12:17
Phnom Penh,Singapore,"Phnom Penh - Pochentong, Cambodia (PNH)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,200.86 - $1,327.27",1/4/2018 12:17
El Paso,Shenzhen,"El Paso , TX - El Paso International Airport, USA (ELP)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:17
Groveport,Shenzhen,Groveport,"Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:18
Los Angeles,Shenzhen,"Los Angeles , CA - International, USA (LAX)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:18
Madison,Shenzhen,"Madison , WI, USA (MSN)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:18
Myrtle Beach,Shenzhen,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:19
Newark,Shenzhen,"New York - Newark, NJ, USA (EWR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:19
Paramount,Shenzhen,Paramount,"Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:20
New York,Shenzhen,"New York - Newark, NJ, USA (EWR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:20
Zanesville,Shenzhen,Zanesville,"Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 12:20
Hong Kong,Shenzhen,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,029.10 - $1,137.43",1/4/2018 12:20
Incheon,Shenzhen,"Seoul - Incheon International Airport, South Korea (ICN)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,027.63 - $1,135.80",1/4/2018 12:21
Istanbul,Shenzhen,"Istanbul - Sabiha Gokcen, Turkey (SAW)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,142.90 - $1,263.20",1/4/2018 12:21
Guadalajara,Shenzhen,"Guadalajara, Mexico (GDL)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,104.58 - $1,220.85",1/4/2018 12:21
Guatemala City,Shenzhen,"Guatemala City - La Aurora International Airport, Guatemala (GUA)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,278.88 - $1,413.49",1/4/2018 12:21
Bangalore,Shenzhen,"Bangalore, India (BLR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/4/2018 12:21
Colombo,Shenzhen,"Colombo - Bandaranaike International Airport, Sri Lanka (CMB)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,148.38 - $1,269.27",1/4/2018 12:21
Dhaka,Shenzhen,"Dhaka - Zia International Airport, Bangladesh (DAC)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,368.11 - $1,512.12",1/4/2018 12:21
Madras,Shenzhen,"Madras (Chennai), India (MAA)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/4/2018 12:21
Mumbai,Shenzhen,"Bombay (Mumbai) - Chhatrapati Shivaji International, India (BOM)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/4/2018 12:21
New Delhi,Shenzhen,New Delhi,"Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/4/2018 12:22
Hanoi,Shenzhen,"Hanoi - Noibai, Vietnam (HAN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/4/2018 12:23
Ho Chi Minh City,Shenzhen,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/4/2018 12:23
Jakarta,Shenzhen,"Jakarta - Soekarno-Hatta International, Indonesia (CGK)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,225.74 - $1,354.77",1/4/2018 12:23
Manila,Shenzhen,"Manila - Ninoy Aquino International, Philippines (MNL)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,201.16 - $1,327.59",1/4/2018 12:24
Phnom Penh,Shenzhen,"Phnom Penh - Pochentong, Cambodia (PNH)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,327.60 - $1,467.35",1/4/2018 12:24
BeiLiu,Kuala Lumpur,BeiLiu,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,274.92 - $1,409.12",1/4/2018 12:24
Dalian,Kuala Lumpur,"Dalian - Zhoushuizi International Airport, China (DLC)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:24
Dongguan,Kuala Lumpur,"Dongguan, China (DGM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:25
Ganzhou,Kuala Lumpur,Ganzhou,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:25
Heyuan,Kuala Lumpur,Heyuan,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:26
Hu Zhou,Kuala Lumpur,Hu Zhou,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:26
Qingdao,Kuala Lumpur,"Qingdao, China (TAO)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:27
Shanghai,Kuala Lumpur,"Shanghai - Pu Dong, China (PVG)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:27
Shenzhen,Kuala Lumpur,"Shenzhen - Baoan, China (SZX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:27
Xiamen,Kuala Lumpur,"Xiamen, China (XMN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:27
Zhongshan,Kuala Lumpur,Zhongshan,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 12:28
El Paso,Kuala Lumpur,"El Paso , TX - El Paso International Airport, USA (ELP)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:28
Groveport,Kuala Lumpur,Groveport,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:28
Los Angeles,Kuala Lumpur,"Los Angeles , CA - International, USA (LAX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:28
Madison,Kuala Lumpur,"Madison , WI, USA (MSN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:29
Myrtle Beach,Kuala Lumpur,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:29
Newark,Kuala Lumpur,"New York - Newark, NJ, USA (EWR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:29
Paramount,Kuala Lumpur,Paramount,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:29
New York,Kuala Lumpur,"New York - Newark, NJ, USA (EWR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:30
Zanesville,Kuala Lumpur,Zanesville,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 12:30
Hong Kong,Kuala Lumpur,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$976.42 - $1,079.20",1/4/2018 12:30
Incheon,Kuala Lumpur,"Seoul - Incheon International Airport, South Korea (ICN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$974.95 - $1,077.58",1/4/2018 12:31
Istanbul,Kuala Lumpur,"Istanbul - Sabiha Gokcen, Turkey (SAW)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,090.22 - $1,204.98",1/4/2018 12:31
Guadalajara,Kuala Lumpur,"Guadalajara, Mexico (GDL)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,051.90 - $1,162.62",1/4/2018 12:31
Guatemala City,Kuala Lumpur,"Guatemala City - La Aurora International Airport, Guatemala (GUA)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,226.19 - $1,355.27",1/4/2018 12:31
Bangalore,Kuala Lumpur,"Bangalore, India (BLR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/4/2018 12:31
Colombo,Kuala Lumpur,"Colombo - Bandaranaike International Airport, Sri Lanka (CMB)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,095.70 - $1,211.04",1/4/2018 12:31
Dhaka,Kuala Lumpur,"Dhaka - Zia International Airport, Bangladesh (DAC)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,315.43 - $1,453.89",1/4/2018 12:31
Madras,Kuala Lumpur,"Madras (Chennai), India (MAA)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/4/2018 12:31
Mumbai,Kuala Lumpur,"Bombay (Mumbai) - Chhatrapati Shivaji International, India (BOM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/4/2018 12:31
New Delhi,Kuala Lumpur,New Delhi,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/4/2018 12:32
Hanoi,Kuala Lumpur,"Hanoi - Noibai, Vietnam (HAN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/4/2018 12:33
Ho Chi Minh City,Kuala Lumpur,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/4/2018 12:33
Jakarta,Kuala Lumpur,"Jakarta - Soekarno-Hatta International, Indonesia (CGK)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,173.06 - $1,296.54",1/4/2018 12:33
Manila,Kuala Lumpur,"Manila - Ninoy Aquino International, Philippines (MNL)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,148.47 - $1,269.37",1/4/2018 12:34
Phnom Penh,Kuala Lumpur,"Phnom Penh - Pochentong, Cambodia (PNH)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,274.92 - $1,409.12",1/4/2018 12:34
Hong Kong,Tokyo,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Tokyo - Narita, Japan (NRT)",Air,Air,$893.94 - $988.04,1/4/2018 12:34
Hong Kong,Kuwait City,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)",Kuwait City,Air,Air,$893.94 - $988.04,1/4/2018 12:34
Hong Kong,Seoul,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Seoul - Kimpo, South Korea (SEL)",Air,Air,$895.40 - $989.65,1/4/2018 12:35
Hong Kong,Taipei,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Taipei - Sung Shan, Taiwan (TAY)",Air,Air,"$962.44 - $1,063.75",1/4/2018 12:35
Hong Kong,Abu Dhabi,"Hong Kong - International Airport (HKIA), Hong Kong (HKG)","Abu Dhabi - Abu Dhabi International, United Arab Emirates (AUH)",Air,Air,"$944.91 - $1,044.38",1/4/2018 12:35
Singapore,Hong Kong,"Singapore - Seletar, Singapore (XSP)","Hong Kong - International Airport (HKIA), Hong Kong (HKG)",Air,Air,$902.36 - $997.35,1/4/2018 12:35
Singapore,Tokyo,"Singapore - Seletar, Singapore (XSP)","Tokyo - Narita, Japan (NRT)",Air,Air,$899.43 - $994.10,1/4/2018 12:35
Singapore,Kuwait City,"Singapore - Seletar, Singapore (XSP)",Kuwait City,Air,Air,$899.43 - $994.10,1/4/2018 12:36
Singapore,Seoul,"Singapore - Seletar, Singapore (XSP)","Seoul - Kimpo, South Korea (SEL)",Air,Air,$900.89 - $995.72,1/4/2018 12:36
Singapore,Taipei,"Singapore - Seletar, Singapore (XSP)","Taipei - Sung Shan, Taiwan (TAY)",Air,Air,"$967.93 - $1,069.81",1/4/2018 12:36
Singapore,Abu Dhabi,"Singapore - Seletar, Singapore (XSP)","Abu Dhabi - Abu Dhabi International, United Arab Emirates (AUH)",Air,Air,"$950.40 - $1,050.44",1/4/2018 12:36
Shenzhen,Tokyo,"Shenzhen - Baoan, China (SZX)","Tokyo - Narita, Japan (NRT)",Air,Air,"$1,026.17 - $1,134.18",1/4/2018 12:36
Shenzhen,Kuwait City,"Shenzhen - Baoan, China (SZX)",Kuwait City,Air,Air,"$1,026.17 - $1,134.18",1/4/2018 12:37
Shenzhen,Seoul,"Shenzhen - Baoan, China (SZX)","Seoul - Kimpo, South Korea (SEL)",Air,Air,"$1,027.63 - $1,135.80",1/4/2018 12:37
Shenzhen,Taipei,"Shenzhen - Baoan, China (SZX)","Taipei - Sung Shan, Taiwan (TAY)",Air,Air,"$1,094.67 - $1,209.90",1/4/2018 12:37
Shenzhen,Abu Dhabi,"Shenzhen - Baoan, China (SZX)","Abu Dhabi - Abu Dhabi International, United Arab Emirates (AUH)",Air,Air,"$1,077.14 - $1,190.52",1/4/2018 12:37
Kuala Lumpur,Hong Kong,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Hong Kong - International Airport (HKIA), Hong Kong (HKG)",Air,Air,"$976.42 - $1,079.20",1/4/2018 12:37
Kuala Lumpur,Tokyo,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Tokyo - Narita, Japan (NRT)",Air,Air,"$973.49 - $1,075.96",1/4/2018 12:37
Kuala Lumpur,Kuwait City,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Kuwait City,Air,Air,"$973.49 - $1,075.96",1/4/2018 12:38
Kuala Lumpur,Seoul,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Seoul - Kimpo, South Korea (SEL)",Air,Air,"$974.95 - $1,077.58",1/4/2018 12:38
Kuala Lumpur,Taipei,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Taipei - Sung Shan, Taiwan (TAY)",Air,Air,"$1,041.99 - $1,151.67",1/4/2018 12:38
Kuala Lumpur,Abu Dhabi,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Abu Dhabi - Abu Dhabi International, United Arab Emirates (AUH)",Air,Air,"$1,024.46 - $1,132.30",1/4/2018 12:38
Ji'An,Singapore,"Ji'An, China (KNC)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Dongguan,Singapore,"Dongguan, China (DGM)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Shanghai,Singapore,"Shanghai - Pu Dong, China (PVG)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Qingdao,Singapore,"Qingdao, China (TAO)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Shenzhen,Singapore,"Shenzhen - Baoan, China (SZX)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Xiamen,Singapore,"Xiamen, China (XMN)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/4/2018 17:43
Los Angeles,Singapore,"Los Angeles , CA - International, USA (LAX)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:43
Madison,Singapore,"Madison , WI, USA (MSN)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
Myrtle Beach,Singapore,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
Newark,Singapore,"New York - Newark, NJ, USA (EWR)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
Los Angeles,Singapore,"Los Angeles , CA - International, USA (LAX)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
New York,Singapore,"New York - Newark, NJ, USA (EWR)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
Akron,Singapore,"Akron, OH, USA (CAK)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/4/2018 17:44
Indira Gandhi,Singapore,"Delhi - Indira Gandhi International Airport, India (DEL)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,186.07 - $1,310.92",1/4/2018 17:44
Hanoi,Singapore,"Hanoi - Noibai, Vietnam (HAN)","Singapore - Seletar, Singapore (XSP)",Air,Air,0,1/4/2018 17:45
Ho Chi Minh City,Singapore,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Singapore - Seletar, Singapore (XSP)",Air,Air,0,1/4/2018 17:46
Los Angeles,Shenzhen,"Los Angeles , CA - International, USA (LAX)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
Madison,Shenzhen,"Madison , WI, USA (MSN)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
Myrtle Beach,Shenzhen,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
Newark,Shenzhen,"New York - Newark, NJ, USA (EWR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
New York,Shenzhen,"New York - Newark, NJ, USA (EWR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
Akron,Shenzhen,"Akron, OH, USA (CAK)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/4/2018 17:46
Indira Gandhi,Shenzhen,"Delhi - Indira Gandhi International Airport, India (DEL)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/4/2018 17:46
Hanoi,Shenzhen,"Hanoi - Noibai, Vietnam (HAN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/4/2018 17:47
Ho Chi Minh City,Shenzhen,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/4/2018 17:48
Ji'An,Kuala Lumpur,"Ji'An, China (KNC)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:48
Dongguan,Kuala Lumpur,"Dongguan, China (DGM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:48
Shanghai,Kuala Lumpur,"Shanghai - Pu Dong, China (PVG)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:49
Qingdao,Kuala Lumpur,"Qingdao, China (TAO)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:49
Shenzhen,Kuala Lumpur,"Shenzhen - Baoan, China (SZX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:49
Xiamen,Kuala Lumpur,"Xiamen, China (XMN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:50
Dongguan,Kuala Lumpur,"Dongguan, China (DGM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/4/2018 17:50
Los Angeles,Kuala Lumpur,"Los Angeles , CA - International, USA (LAX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:50
Madison,Kuala Lumpur,"Madison , WI, USA (MSN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:50
Myrtle Beach,Kuala Lumpur,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:50
Newark,Kuala Lumpur,"New York - Newark, NJ, USA (EWR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:51
Los Angeles,Kuala Lumpur,"Los Angeles , CA - International, USA (LAX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:51
New York,Kuala Lumpur,"New York - Newark, NJ, USA (EWR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:51
Akron,Kuala Lumpur,"Akron, OH, USA (CAK)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/4/2018 17:51
Indira Gandhi,Kuala Lumpur,"Delhi - Indira Gandhi International Airport, India (DEL)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/4/2018 17:51
Hanoi,Kuala Lumpur,"Hanoi - Noibai, Vietnam (HAN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/4/2018 17:52
Ho Chi Minh City,Kuala Lumpur,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/4/2018 17:53
Shanghai,Singapore,"Shanghai, China","Singapore, Singapore",Ocean,20F,$194.75 - $215.25,1/4/2018 18:08
New Jersey,Singapore,"New Jersey, United States",Singapore,Ocean,20F,$817.55 - $903.61,1/4/2018 18:09
Shanghai,Singapore,"Shanghai, China","Singapore, Singapore",Ocean,20F,$194.75 - $215.25,1/5/2018 9:15
New Jersey,Singapore,"New Jersey, United States","Singapore, Singapore",Ocean,20F,$817.55 - $903.61,1/5/2018 9:15
Bangalore,Singapore,Bangalore,"Singapore, Singapore",Ocean,20F,$817.55 - $903.61,1/5/2018 9:16
Mumbai,Singapore,"Mumbai, India","Singapore, Singapore",Ocean,20F,$669.77 - $740.28,1/5/2018 9:16
New Jersey,Shantou,"New Jersey, United States","Shantou, China",Ocean,20F,$678.58 - $750.01,1/5/2018 9:16
Hong Kong,Shantou,"Kwai Chung, Hong Kong","Shantou, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:16
Chittagong,Shantou,"Chittagong, Bangladesh","Shantou, China",Ocean,20F,$485.63 - $536.75,1/5/2018 9:17
Bangalore,Shantou,Bangalore,"Shantou, China",Ocean,20F,$485.63 - $536.75,1/5/2018 9:17
Mumbai,Shantou,"Mumbai, India","Shantou, China",Ocean,20F,$545.69 - $603.13,1/5/2018 9:17
Hai Phong,Shantou,"Hai Phong, Vietnam","Shantou, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:18
Ho Chi Minh City,Shantou,Ho Chi Minh City,"Shantou, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:18
Jakarta,Shantou,"Jakarta, Indonesia","Shantou, China",Ocean,20F,$316.92 - $350.28,1/5/2018 9:18
Manila,Shantou,"Manila, Philippines","Shantou, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:19
Sihanoukville,Shantou,"Sihanoukville, Cambodia","Shantou, China",Ocean,20F,$569.52 - $629.47,1/5/2018 9:19
New Jersey,Zhanjiang,"New Jersey, United States","Zhanjiang, China",Ocean,20F,$677.91 - $749.27,1/5/2018 9:19
Hong Kong,Zhanjiang,"Kwai Chung, Hong Kong","Zhanjiang, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:19
Chittagong,Zhanjiang,"Chittagong, Bangladesh","Zhanjiang, China",Ocean,20F,$484.96 - $536.01,1/5/2018 9:20
Bangalore,Zhanjiang,Bangalore,"Zhanjiang, China",Ocean,20F,$484.96 - $536.01,1/5/2018 9:20
Mumbai,Zhanjiang,"Mumbai, India","Zhanjiang, China",Ocean,20F,$545.02 - $602.39,1/5/2018 9:21
Hai Phong,Zhanjiang,"Hai Phong, Vietnam","Zhanjiang, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:21
Ho Chi Minh City,Zhanjiang,"Ho Chi Minh City, Vietnam","Zhanjiang, China",Ocean,20F,$462.84 - $511.56,1/5/2018 9:21
Jakarta,Zhanjiang,"Jakarta, Indonesia","Zhanjiang, China",Ocean,20F,$316.25 - $349.54,1/5/2018 9:21
Manila,Zhanjiang,"Manila, Philippines","Zhanjiang, China",Ocean,20F,$194.75 - $215.25,1/5/2018 9:21
Sihanoukville,Zhanjiang,"Sihanoukville, Cambodia","Zhanjiang, China",Ocean,20F,$568.85 - $628.73,1/5/2018 9:22
Dalian,Port Kelang,"Dalian, China","Port Kelang, Malaysia",Ocean,20F,$200.14 - $221.21,1/5/2018 9:22
Qingdao,Port Kelang,"Qingdao, China","Port Kelang, Malaysia",Ocean,20F,$194.75 - $215.25,1/5/2018 9:22
Shanghai,Port Kelang,"Shanghai, China","Port Kelang, Malaysia",Ocean,20F,$194.75 - $215.25,1/5/2018 9:22
New Jersey,Port Kelang,"New Jersey, United States","Port Kelang, Malaysia",Ocean,20F,$833.07 - $920.76,1/5/2018 9:22
